PeakID (cmd=annotatePeaks.pl tal1_specific.bed mm10 -annStats tal1_peaks_annstats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
tal1_peak_2398	chrX	93674918	93674962	+	47	NA	promoter-TSS (NM_211138)	promoter-TSS (NM_211138)	-172	NM_211138	236899	Mm.166467	NM_177546	ENSMUSG00000035246	Pcyt1b	AW045697|CTTbeta	phosphate cytidylyltransferase 1, choline, beta isoform	protein-coding
tal1_peak_527	chr13	101420727	101420760	+	47	NA	Intergenic	PB1D9|SINE|Alu	-23163	NR_046187	78136	Mm.399065	NR_046187		4922502H24Rik	-	RIKEN cDNA 4922502H24 gene	ncRNA
tal1_peak_1121	chr2	127269541	127269574	+	47	NA	promoter-TSS (NM_001362684)	promoter-TSS (NM_001362684)	-672	NR_156114	99138	Mm.41271	NM_139308	ENSMUSG00000027367	Stard7	AI852671|AL022671|AW544915	START domain containing 7	protein-coding
tal1_peak_2429	chrX	151707612	151707645	+	47	NA	Intergenic	PB1|SINE|Alu	-95654	NM_021523	59026	Mm.27372	NM_021523	ENSMUSG00000025261	Huwe1	5430439H10Rik|AU041296|Arf-bp1|C430014N20Rik|C80292|Gm1718|Ib772|LASU1|Mule|Ureb1	HECT, UBA and WWE domain containing 1	protein-coding
tal1_peak_2099	chr9	103073529	103073562	+	47	NA	intron (NR_157194, intron 8 of 13)	intron (NR_157194, intron 8 of 13)	-38529	NM_173781	270192	Mm.490252	NM_173781	ENSMUSG00000032549	Rab6b	9630015C03|AI844641|C330006L04Rik|D9Bwg0185e	RAB6B, member RAS oncogene family	protein-coding
tal1_peak_2369	chrX	52998032	52998069	+	47	NA	intron (NM_013556, intron 1 of 8)	intron (NM_013556, intron 1 of 8)	9972	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
tal1_peak_2416	chrX	128708260	128708293	+	47	NA	Intergenic	L1Md_A|LINE|L1	-343248	NR_045441	75274	Mm.108718	NR_045441	ENSMUSG00000086244	4930558G05Rik	-	RIKEN cDNA 4930558G05 gene	ncRNA
tal1_peak_1571	chr6	74552238	74552271	+	47	NA	Intergenic	L1MA9|LINE|L1	-943581	NR_157242	102634075	Mm.78553	NR_157242	ENSMUSG00000107441	Gm31747	-	predicted gene, 31747	ncRNA
tal1_peak_612	chr14	54648499	54648532	+	47	NA	intron (NM_001085473, intron 9 of 18)	PB1D7|SINE|Alu	-1996	NR_038053	75913	Mm.474799	NR_038053		4930579G18Rik	-	RIKEN cDNA 4930579G18 gene	ncRNA
tal1_peak_875	chr17	79838710	79838743	+	47	NA	Intergenic	PB1|SINE|Alu	57397	NM_001286647	56298	Mm.175403	NM_019717	ENSMUSG00000059811	Atl2	2010110I21Rik|AA407293|AV334690|Aip-2|Arl6ip2	atlastin GTPase 2	protein-coding
tal1_peak_1598	chr6	115585620	115585653	+	47	NA	intron (NM_001101431, intron 3 of 3)	PB1|SINE|Alu	6940	NM_001101431	70291	Mm.133694	NM_001101431	ENSMUSG00000068011	Mkrn2os	2510049J12Rik	makorin, ring finger protein 2, opposite strand	protein-coding
tal1_peak_130	chr10	4145211	4145244	+	47	NA	intron (NM_172308, intron 26 of 27)	B1_Mus2|SINE|Alu	67893	NR_152620	102632515	Mm.416995	NR_152620	ENSMUSG00000111266	Gm30570	-	predicted gene, 30570	ncRNA
tal1_peak_2053	chr9	48981721	48981754	+	47	NA	Intergenic	B1F|SINE|Alu	-3648	NM_175482	235323	Mm.21630	NM_175482	ENSMUSG00000032267	Usp28	9830148O20Rik|AU022237|mKIAA1515	ubiquitin specific peptidase 28	protein-coding
tal1_peak_2060	chr9	57511471	57511504	+	47	NA	Intergenic	B1_Mus2|SINE|Alu	7385	NM_133982	102614	Mm.274421	NM_133982	ENSMUSG00000062309	Rpp25	AI851155	ribonuclease P/MRP 25 subunit	protein-coding
tal1_peak_954	chr19	6179833	6179866	+	47	NA	Intergenic	B1_Mm|SINE|Alu	-4561	NM_001165919	622554	Mm.159757	NM_001165919	ENSMUSG00000024786	Majin	1700123I01Rik	membrane anchored junction protein	protein-coding
tal1_peak_34	chr1	44956407	44956440	+	47	NA	Intergenic	Lx|LINE|L1	-211474	NR_040602	75066	Mm.416932	NR_040602	ENSMUSG00000101701	4930521E06Rik	-	RIKEN cDNA 4930521E06 gene	ncRNA
tal1_peak_1027	chr2	20529658	20529691	+	47	NA	intron (NM_001177630, intron 1 of 17)	B1_Mus2|SINE|Alu	10161	NM_001177630	208618	Mm.237935	NM_029895	ENSMUSG00000036617	Etl4	6620402G01Rik|9430077C05Rik|BC026657|E330027G05Rik|Etl-4|Skt	enhancer trap locus 4	protein-coding
tal1_peak_145	chr10	23480663	23480696	+	47	NA	Intergenic	PB1|SINE|Alu	-130736	NM_010167	14051	Mm.332128	NM_010167	ENSMUSG00000010461	Eya4	B130023L16Rik	EYA transcriptional coactivator and phosphatase 4	protein-coding
tal1_peak_638	chr14	101768793	101768850	+	47	NA	intron (NM_201529, intron 1 of 30)	intron (NM_201529, intron 1 of 30)	38893	NM_201529	380928	Mm.218981	NM_201529	ENSMUSG00000033060	Lmo7	C78582|FBXO20|Gm914|mKIAA0858	LIM domain only 7	protein-coding
tal1_peak_956	chr19	11629165	11629198	+	47	NA	TTS (NM_133246)	TTS (NM_133246)	-5462	NM_013516	14126	Mm.329735	NM_013516	ENSMUSG00000024680	Ms4a2	FcRB|Fce1b|Fcer1b|Fcrbeta|Ms4a1|fcERI	membrane-spanning 4-domains, subfamily A, member 2	protein-coding
tal1_peak_1294	chr4	49478788	49478821	+	47	NA	Intergenic	RLTR13E|LTR|ERVK	-27695	NM_001164565	230161	Mm.30101	NM_001164565	ENSMUSG00000070985	Acnat1	AI132189	acyl-coenzyme A amino acid N-acyltransferase 1	protein-coding
tal1_peak_90	chr1	144661730	144661763	+	47	NA	Intergenic	Lx3A|LINE|L1	-94079	NM_001290269	624910	Mm.389199	NM_001290269	ENSMUSG00000098509	Rgs21	EG624910	regulator of G-protein signalling 21	protein-coding
tal1_peak_618	chr14	57473934	57473967	+	47	NA	intron (NM_009376, intron 15 of 25)	ID_B1|SINE|B4	49879	NM_009376	21821	Mm.4653	NM_009376	ENSMUSG00000040040	Ift88	AW552028|Tg737|Tg737Rpw|TgN737Rpw|Ttc10|flexo|fxo|orpk|polaris	intraflagellar transport 88	protein-coding
tal1_peak_1701	chr7	110177683	110177716	+	47	NA	Intergenic	B1_Mus1|SINE|Alu	-44004	NM_009302	20947	Mm.334144	NM_009302	ENSMUSG00000031015	Swap70	70kDa|AV235546	SWA-70 protein	protein-coding
tal1_peak_1131	chr2	135439415	135439448	+	47	NA	intron (NM_019677, intron 32 of 32)	PB1|SINE|Alu	143789	NR_015544	320684	Mm.421433	NR_015544	ENSMUSG00000085631	9630028H03Rik	-	RIKEN cDNA 9630028H03 gene	ncRNA
tal1_peak_1638	chr7	14157828	14157861	+	46	NA	Intergenic	L1Md_A|LINE|L1	-34796	NM_001101586	629203		NM_001101586	ENSMUSG00000074375	Sult2a3	Gm6955	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 3	protein-coding
tal1_peak_1763	chr8	14049602	14049635	+	45	NA	intron (NM_001034862, intron 3 of 5)	L1M2|LINE|L1	40709	NM_001034862	234086	Mm.268896	NM_001034862	ENSMUSG00000051978	Erich1	-	glutamate rich 1	protein-coding
tal1_peak_2341	chrX	5786463	5786496	+	45	NA	Intergenic	L1Md_F3|LINE|L1	117412	NM_001085523	434725	Mm.457958	NM_001085523	ENSMUSG00000095814	Btbd35f7	Gm14374	BTB domain containing 35, family member 7	protein-coding
tal1_peak_284	chr11	78370825	78370858	+	44	NA	intron (NM_008238, intron 3 of 8)	PB1D10|SINE|Alu	15767	NM_008238	15218	Mm.4496	NM_008238	ENSMUSG00000002057	Foxn1	D11Bhm185e|Fkh19|HFH-11|Hfh11|Whn|nu|nude	forkhead box N1	protein-coding
tal1_peak_189	chr10	82955301	82955334	+	44	NA	Intergenic	SSU-rRNA_Hsa|rRNA|rRNA	-30180	NM_021439	58250	Mm.360747	NM_021439	ENSMUSG00000034612	Chst11	1110020P09Rik|C4ST|C4ST-1|C4ST1|C4s	carbohydrate sulfotransferase 11	protein-coding
tal1_peak_1800	chr8	61275682	61275715	+	44	NA	intron (NM_021506, intron 2 of 11)	intron (NM_021506, intron 2 of 11)	13174	NR_045475	69279	Mm.417857	NR_045475	ENSMUSG00000099419	1700001D01Rik	-	RIKEN cDNA 1700001D01 gene	ncRNA
tal1_peak_1107	chr2	104746328	104746361	+	43	NA	Intergenic	PB1|SINE|Alu	-3487	NM_144804	211896	Mm.288805	NM_144804	ENSMUSG00000027173	Depdc7	AV216087	DEP domain containing 7	protein-coding
tal1_peak_904	chr18	19241508	19241549	+	43	NA	Intergenic	L1Md_T|LINE|L1	760569	NM_007882	13507	Mm.89935	NM_007882	ENSMUSG00000059898	Dsc3	5430426I24Rik	desmocollin 3	protein-coding
tal1_peak_1242	chr3	118315166	118315199	+	43	NA	Intergenic	L1Md_F2|LINE|L1	-118675	NR_029551	387155		NR_029551	ENSMUSG00000065569	Mir137	Mirn137|mir-137|mmu-mir-137	microRNA 137	ncRNA
tal1_peak_1634	chr7	7796982	7797015	+	42	NA	intron (NM_001105067, intron 4 of 5)	IAPLTR1a_Mm|LTR|ERVK	22869	NM_001105067	625353	Mm.469824	NM_001105067	ENSMUSG00000096399	Vmn2r35	EG625353	vomeronasal 2, receptor 35	protein-coding
tal1_peak_1423	chr5	70076452	70076485	+	42	NA	Intergenic	L1Md_T|LINE|L1	-484164	NM_001359239	67980	Mm.33830	NM_027681	ENSMUSG00000029209	Gnpda2	4921523I18Rik|4933412A11Rik|BB189630|GNPDA|Gnp2|Sb52|mKIAA4008	glucosamine-6-phosphate deaminase 2	protein-coding
tal1_peak_2064	chr9	60718065	60718104	+	42	NA	intron (NM_026235, intron 1 of 2)	PB1|SINE|Alu	4963	NM_026235	67557	Mm.44546	NM_026235	ENSMUSG00000034839	Larp6	5430431G03Rik|AI552438|Achn	La ribonucleoprotein domain family, member 6	protein-coding
tal1_peak_829	chr17	30860576	30860609	+	42	NA	intron (NM_013811, intron 91 of 92)	intron (NM_013811, intron 91 of 92)	-41275	NM_021332	14652	Mm.390969	NM_021332	ENSMUSG00000024027	Glp1r	GLP-1R|GLP1Rc	glucagon-like peptide 1 receptor	protein-coding
tal1_peak_940	chr18	73706407	73706443	+	42	NA	non-coding (NR_155448, exon 1 of 1)	non-coding (NR_155448, exon 1 of 1)	2499	NR_155448	105246496	Mm.109270	NR_155448		4930578L24Rik	-	RIKEN cDNA 4930578L24 gene	ncRNA
tal1_peak_74	chr1	103615904	103615937	+	42	NA	Intergenic	B1_Mm|SINE|Alu	-1152600	NM_011800	23836	Mm.103640	NM_011800	ENSMUSG00000050840	Cdh20	Cdh7	cadherin 20	protein-coding
tal1_peak_517	chr13	94034816	94034851	+	42	NA	Intergenic	Lx9|LINE|L1	-22963	NM_172589	218454	Mm.316553	NM_172589	ENSMUSG00000045312	Lhfpl2	6030465B15|AI447312|AW050335|mKIAA0206|vgim	lipoma HMGIC fusion partner-like 2	protein-coding
tal1_peak_949	chr18	87088991	87089024	+	42	NA	Intergenic	B1_Mus1|SINE|Alu	376696	NM_001361145	12405	Mm.70775	NM_172633	ENSMUSG00000024647	Cbln2	6330593N19Rik|A730004O05	cerebellin 2 precursor protein	protein-coding
tal1_peak_1836	chr8	105415377	105415410	+	42	NA	intron (NM_001170788, intron 1 of 13)	PB1|SINE|Alu	1771	NM_001170788	270091	Mm.212709	NM_001033371	ENSMUSG00000054320	Lrrc36	BC036564	leucine rich repeat containing 36	protein-coding
tal1_peak_637	chr14	100182209	100182242	+	42	NA	Intergenic	B1_Mus1|SINE|Alu	-32429	NM_010636	16597	Mm.396499	NM_010636	ENSMUSG00000072294	Klf12	2700063E05Rik|AI225908|AI315654|AP-2rep|B130052C06Rik|D530033K05Rik	Kruppel-like factor 12	protein-coding
tal1_peak_1503	chr5	144450577	144450610	+	42	NA	Intergenic	ID_B1|SINE|B4	92068	NR_102372	100579137		NR_102372	ENSMUSG00000104600	Dmrt1i	Dmr	Dmrt1 interacting ncRNA	ncRNA
tal1_peak_1251	chr3	131472608	131472641	+	42	NA	Intergenic	PB1D10|SINE|Alu	-92144	NM_011863	23971	Mm.244912	NM_011863	ENSMUSG00000028032	Papss1	AI325286|Asapk|SK1	3'-phosphoadenosine 5'-phosphosulfate synthase 1	protein-coding
tal1_peak_2339	chrX	5350087	5350123	+	42	NA	Intergenic	L1Md_F2|LINE|L1	119160	NM_010850	17870	Mm.368515	NM_010850	ENSMUSG00000044597	Mycs	-	myc-like oncogene, s-myc protein	protein-coding
tal1_peak_1802	chr8	64684725	64684758	+	41	NA	intron (NM_013494, intron 1 of 8)	B1F|SINE|Alu	8368	NM_013494	12876	Mm.31395	NM_013494	ENSMUSG00000037852	Cpe	CPH|Cph-1|Cph1|NF-alpha1|R74677|fat	carboxypeptidase E	protein-coding
tal1_peak_1290	chr4	43600911	43600944	+	40	NA	Intergenic	B1F|SINE|Alu	-16433	NM_001099314	100039672	Mm.415110	NM_001099314	ENSMUSG00000078719	Msmp	Psmp	microseminoprotein, prostate associated	protein-coding
tal1_peak_547	chr14	3902069	3902102	+	39	NA	Intergenic	RLTR1F_Mm|LTR|ERVK	55840	NM_177135	320333	Mm.350858	NM_177135	ENSMUSG00000096039	D830030K20Rik	-	RIKEN cDNA D830030K20 gene	protein-coding
tal1_peak_1363	chr4	139338330	139338365	+	38	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	14229	NM_001290810	69902	Mm.27871	NM_023536	ENSMUSG00000028741	Mrto4	2610012O22Rik|Mg684|Mrt4	mRNA turnover 4, ribosome maturation factor	protein-coding
tal1_peak_196	chr10	85026007	85026067	+	38	NA	Intergenic	Intergenic	76458	NM_010214	14202	Mm.46163	NM_010214	ENSMUSG00000050035	Fhl4	-	four and a half LIM domains 4	protein-coding
tal1_peak_2035	chr9	13536671	13536704	+	32	NA	Intergenic	Intergenic	-83302	NM_001013813	270118	Mm.116898	NM_173776	ENSMUSG00000031925	Maml2	5930431H10|BC032967	mastermind like transcriptional coactivator 2	protein-coding
tal1_peak_2033	chr9	9925370	9925412	+	32	NA	intron (NM_001033359, intron 9 of 20)	IAPEz-int|LTR|ERVK	30960	NR_105745	102466147		NR_105745	ENSMUSG00000098408	Mir6237	Gm27411|mmu-mir-6237	microRNA 6237	ncRNA
tal1_peak_2034	chr9	10948913	10948946	+	32	NA	Intergenic	Lx3C|LINE|L1	-44154	NM_001170787	244682	Mm.187021	NM_001033359	ENSMUSG00000039488	Cntn5	6720426O10Rik|A830025P08Rik|Gm507|NB-2	contactin 5	protein-coding
tal1_peak_611	chr14	53439478	53439511	+	32	NA	Intergenic	RLTR1D|LTR|ERV1	-400028	NR_155501	102632039	Mm.410779	NR_155501		Gm30214	-	predicted gene, 30214	ncRNA
tal1_peak_1797	chr8	56159121	56159182	+	32	NA	Intergenic	MER34A|LTR|ERV1	-135401	NM_008278	15446	Mm.18832	NM_008278	ENSMUSG00000031613	Hpgd	15-PGDH|AV026552	hydroxyprostaglandin dehydrogenase 15 (NAD)	protein-coding
tal1_peak_405	chr12	80441398	80441463	+	32	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	-4829	NM_177267	320808	Mm.220310	NM_177267	ENSMUSG00000049106	Dcaf5	9430020B07Rik|AI325023|AI430035|AI848110|AW124614|BCRG2|BCRP2|Wdr22	DDB1 and CUL4 associated factor 5	protein-coding
tal1_peak_1692	chr7	99467941	99468011	+	32	NA	intron (NM_028145, intron 1 of 6)	LTR33|LTR|ERVL	1972	NM_028145	72184	Mm.153585	NM_028145	ENSMUSG00000035298	Klhl35	2810406K13Rik	kelch-like 35	protein-coding
tal1_peak_1798	chr8	60954841	60954901	+	32	NA	promoter-TSS (NM_173876)	promoter-TSS (NM_173876)	-72	NM_173876	12725	Mm.25263	NM_007711	ENSMUSG00000004319	Clcn3	Clc3	chloride channel, voltage-sensitive 3	protein-coding
tal1_peak_263	chr11	62664449	62664540	+	32	NA	intron (NM_175002, intron 1 of 1)	PB1D7|SINE|Alu	15830	NM_175002	216829	Mm.295306	NM_175002	ENSMUSG00000048497	Mmgt2	AI852046	membrane magnesium transporter 2	protein-coding
tal1_peak_1023	chr2	19011770	19011815	+	32	NA	Intergenic	Intergenic	13473	NR_024323	74629	Mm.117687	NR_024323	ENSMUSG00000026736	4930426L09Rik	-	RIKEN cDNA 4930426L09 gene	ncRNA
tal1_peak_2394	chrX	77484903	77484936	+	32	NA	Intergenic	B1_Mm|SINE|Alu	-26308	NM_020601	21372	Mm.258476	NM_020601	ENSMUSG00000025246	Tbl1x	5330429M20|Tbl1	transducin (beta)-like 1 X-linked	protein-coding
tal1_peak_775	chr16	80441664	80441697	+	32	NA	Intergenic	L1Md_A|LINE|L1	442304	NM_030146	78654		NM_030146		1700066C05Rik	-	RIKEN cDNA 1700066C05 gene	protein-coding
tal1_peak_931	chr18	56678696	56678729	+	32	NA	Intergenic	Intergenic	-29101	NM_010721	16906	Mm.4105	NM_010721	ENSMUSG00000024590	Lmnb1	-	lamin B1	protein-coding
tal1_peak_1728	chr7	130487455	130487488	+	32	NA	intron (NM_001029895, intron 7 of 11)	RLTR1D|LTR|ERV1	32109	NM_013799	11907	Mm.216321	NM_013799	ENSMUSG00000030850	Ate1	AI225793|AW547406	arginyltransferase 1	protein-coding
tal1_peak_791	chr16	93129595	93129655	+	32	NA	Intergenic	L2a|LINE|L2	223564	NR_040486	69857	Mm.81192	NR_040486	ENSMUSG00000100277	1810053B23Rik	1810008L18Rik|1810056K14Rik	RIKEN cDNA 1810053B23 gene	ncRNA
tal1_peak_2117	chr9	122858799	122858864	+	32	NA	intron (NM_173364, intron 2 of 6)	RLTR1B|LTR|ERV1	7175	NM_173364	235682	Mm.326477	NM_173364	ENSMUSG00000047036	Zfp445	AW610627|ZNF168|Znf445|mszf29|mszf50	zinc finger protein 445	protein-coding
tal1_peak_1419	chr5	58993468	58993533	+	32	NA	Intergenic	MLT1D|LTR|ERVL-MaLR	-540502	NR_046190	78163	Mm.243828	NR_046190	ENSMUSG00000105234	4930459L07Rik	-	RIKEN cDNA 4930459L07 gene	ncRNA
tal1_peak_759	chr16	41481953	41482026	+	32	NA	intron (NM_001361281, intron 2 of 8)	intron (NM_001361281, intron 2 of 8)	-50837	NM_001347236	268890	Mm.310524	NM_175548	ENSMUSG00000061080	Lsamp	5430428I19|AW046674|B130007O04Rik|D930023J12Rik|Gm29907|Lam|Lamp	limbic system-associated membrane protein	protein-coding
tal1_peak_1657	chr7	44741381	44741421	+	32	NA	intron (NM_001289836, intron 2 of 4)	ORR1D1|LTR|ERVL-MaLR	6948	NM_001289838	243963	Mm.382935	NM_178734	ENSMUSG00000048012	Zfp473	D030014N22Rik|Znf473|zfp-100	zinc finger protein 473	protein-coding
tal1_peak_1389	chr5	16188051	16188099	+	32	NA	intron (NM_001110843, intron 4 of 38)	intron (NM_001110843, intron 4 of 38)	253384	NM_009784	12293	Mm.159842	NM_009784	ENSMUSG00000040118	Cacna2d1	Ca(v)alpha2delta1|Cacna2|Cchl2a	calcium channel, voltage-dependent, alpha2/delta subunit 1	protein-coding
tal1_peak_2356	chrX	52959244	52959286	+	32	NA	Intergenic	Intergenic	-28813	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
tal1_peak_1339	chr4	123313133	123313187	+	32	NA	3' UTR (NM_007558, exon 7 of 7)	3' UTR (NM_007558, exon 7 of 7)	10519	NM_022033	64059	Mm.270287	NM_022033	ENSMUSG00000076436	Oxct2a	Oxct|Oxct2|Scot|Scot-t1	3-oxoacid CoA transferase 2A	protein-coding
tal1_peak_2388	chrX	68412619	68412652	+	32	NA	Intergenic	RLTR1F_Mm|LTR|ERVK	265764	NR_033481	100038638	Mm.368431	NR_033481	ENSMUSG00000096946	Fmr1os	Asfmr1|Gm10474	fragile X mental retardation 1, opposite strand	ncRNA
tal1_peak_369	chr12	29178219	29178252	+	32	NA	intron (NR_154987, intron 3 of 3)	intron (NR_154987, intron 3 of 3)	36306	NR_154987	102633526	Mm.134217	NR_154987		Gm31333	-	predicted gene, 31333	ncRNA
tal1_peak_921	chr18	43231537	43231580	+	32	NA	intron (NM_178749, intron 2 of 12)	intron (NM_178749, intron 2 of 12)	23861	NM_178749	269019	Mm.150401	NM_178749	ENSMUSG00000039954	Stk32a	A930015B13Rik|YANK1	serine/threonine kinase 32A	protein-coding
tal1_peak_1631	chr7	4630324	4630365	+	32	NA	5' UTR (NM_023440, exon 1 of 3)	5' UTR (NM_023440, exon 1 of 3)	138	NM_023440	68255	Mm.389784	NM_023440	ENSMUSG00000045282	Tmem86b	C330014O21Rik	transmembrane protein 86B	protein-coding
tal1_peak_1127	chr2	131152480	131152558	+	32	NA	intron (NR_154886, intron 2 of 6)	intron (NR_154886, intron 2 of 6)	7562	NM_001361375	67326	Mm.27711	NM_026091	ENSMUSG00000027327	1700037H04Rik	-	RIKEN cDNA 1700037H04 gene	protein-coding
tal1_peak_404	chr12	80270764	80270797	+	32	NA	Intergenic	Intergenic	-10399	NM_001346669	109711	Mm.253564	NM_134156	ENSMUSG00000015143	Actn1	3110023F10Rik|Actn1a	actinin, alpha 1	protein-coding
tal1_peak_1743	chr7	144808453	144808501	+	32	NA	Intergenic	Intergenic	-30135	NM_008007	14174	Mm.4947	NM_008007	ENSMUSG00000031074	Fgf3	Fgf-3|Int-2|Int-P	fibroblast growth factor 3	protein-coding
tal1_peak_2090	chr9	90435043	90435103	+	32	NA	Intergenic	Intergenic	-164304	NM_194334	67016	Mm.335347	NM_194334	ENSMUSG00000037410	Tbc1d2b	1810061M12Rik|AI480956|AV021536|AV023399|AW491493|mKIAA1055	TBC1 domain family, member 2B	protein-coding
tal1_peak_1029	chr2	20925205	20925242	+	32	NA	intron (NM_001128084, intron 1 of 24)	B4|SINE|B4	42498	NM_001081364	71435	Mm.28507	NM_001081364	ENSMUSG00000036591	Arhgap21	5530401C11Rik|AA416458|ARHGAP10	Rho GTPase activating protein 21	protein-coding
tal1_peak_2390	chrX	72096873	72096906	+	32	NA	Intergenic	RLTR1D2_MM|LTR|ERV1	105040	NM_007724	12789	Mm.5097	NM_007724	ENSMUSG00000005864	Cnga2	CNG2|Cnca|Cncg4|OCNC1	cyclic nucleotide gated channel alpha 2	protein-coding
tal1_peak_1284	chr4	40329986	40330019	+	32	NA	Intergenic	Intergenic	16770	NR_040663	75819	Mm.399244	NR_040663	ENSMUSG00000087137	4930509K18Rik	-	RIKEN cDNA 4930509K18 gene	ncRNA
tal1_peak_65	chr1	91019540	91019615	+	32	NA	intron (NM_001111312, intron 1 of 12)	intron (NM_001111312, intron 1 of 12)	20850	NM_001111312	16978	Mm.45039	NM_008515	ENSMUSG00000026305	Lrrfip1	AU024550|Fliiap1	leucine rich repeat (in FLII) interacting protein 1	protein-coding
tal1_peak_1470	chr5	123474340	123474373	+	32	NA	Intergenic	B1_Mus1|SINE|Alu	7745	NM_029594	76399	Mm.75049	NM_029594	ENSMUSG00000029437	Il31	1700013B14Rik	interleukin 31	protein-coding
tal1_peak_2091	chr9	92101066	92101099	+	32	NA	Intergenic	L1_Mus1|LINE|L1	-92011	NM_001195693	100504689		NM_001195693	ENSMUSG00000095654	Plscr5	331000	phospholipid scramblase family, member 5	protein-coding
tal1_peak_403	chr12	79661469	79661502	+	32	NA	intron (NM_009014, intron 8 of 10)	intron (NM_009014, intron 8 of 10)	263248	NR_131075	77290	Mm.395042	NR_131073	ENSMUSG00000112765	9430078K24Rik	-	RIKEN cDNA 9430078K24 gene	ncRNA
tal1_peak_690	chr15	80348586	80348635	+	32	NA	intron (NM_001044308, intron 6 of 36)	MTC|LTR|ERVL-MaLR	61372	NM_001044308	239556	Mm.291058	NM_001044308	ENSMUSG00000022416	Cacna1i	Ca(V)3.3	calcium channel, voltage-dependent, alpha 1I subunit	protein-coding
tal1_peak_695	chr15	81128908	81128941	+	32	NA	intron (NM_001082536, intron 1 of 13)	PB1D9|SINE|Alu	-23877	NM_153049	223701	Mm.439814	NM_153049	ENSMUSG00000042292	Mrtfa	AMKL|Bsac|Mal|Mkl1|Mrtf-A	myocardin related transcription factor A	protein-coding
tal1_peak_1286	chr4	40538036	40538069	+	32	NA	Intergenic	MTC|LTR|ERVL-MaLR	-12504	NR_040644	71293	Mm.399556	NR_040644	ENSMUSG00000086355	4933428C19Rik	-	RIKEN cDNA 4933428C19 gene	ncRNA
tal1_peak_1431	chr5	81437944	81437977	+	32	NA	intron (NM_001359829, intron 4 of 23)	L1Md_T|LINE|L1	416367	NM_198702	319387	Mm.273631	NM_198702	ENSMUSG00000037605	Adgrl3	5430402I23Rik|CIRL-3|D130075K09Rik|Gm1379|LEC3|Lphn3|mKIAA0768	adhesion G protein-coupled receptor L3	protein-coding
tal1_peak_809	chr17	5099333	5099366	+	32	NA	intron (NM_001085355, intron 3 of 19)	intron (NM_001085355, intron 3 of 19)	104275	NM_001085355	239985	Mm.133401	NM_001085355	ENSMUSG00000069729	Arid1b	8030481M12|9330189K18Rik|AI836955|Ardi1b|B230217J03Rik|BAF250B|mKIAA1235	AT rich interactive domain 1B (SWI-like)	protein-coding
tal1_peak_1536	chr6	32208627	32208660	+	31	NA	intron (NM_175750, intron 13 of 31)	B1F1|SINE|Alu	158355	NM_029587	76382	Mm.23510	NM_029587	ENSMUSG00000029766	1700012A03Rik	AI429084	RIKEN cDNA 1700012A03 gene	protein-coding
tal1_peak_1212	chr3	76530187	76530220	+	31	NA	intron (NM_178673, intron 7 of 15)	L1Md_A|LINE|L1	454620	NM_001253719	213262	Mm.379337	NM_178673	ENSMUSG00000034098	Fstl5	9130207J01Rik	follistatin-like 5	protein-coding
tal1_peak_1573	chr6	86093400	86093482	+	31	NA	exon (NM_001271859, exon 6 of 16)	exon (NM_001271859, exon 6 of 16)	15393	NM_001271861	11519	Mm.104155	NM_013458	ENSMUSG00000030000	Add2	2900072M03Rik|add97	adducin 2 (beta)	protein-coding
tal1_peak_1550	chr6	40347422	40347457	+	31	NA	exon (NM_023538, exon 3 of 16)	exon (NM_023538, exon 3 of 16)	21961	NM_023538	69923	Mm.32840	NM_023538	ENSMUSG00000029916	Agk	2610037M15Rik|6720408I04Rik|AI465370|Mulk	acylglycerol kinase	protein-coding
tal1_peak_1370	chr4	149339457	149339512	+	31	NA	intron (NM_022022, intron 22 of 26)	intron (NM_022022, intron 22 of 26)	4845	NR_131918	74310	Mm.440455	NR_131918	ENSMUSG00000085286	Ube4bos3	1700121F15Rik	ubiquitination factor E4B, opposite strand 3	ncRNA
tal1_peak_128	chr10	3236785	3236921	+	31	NA	Intergenic	Intergenic	30918	NM_001204916	670558	Mm.398582	NM_001204916	ENSMUSG00000091618	H60c	4632413I24Rik|Gm9491	histocompatibility 60c	protein-coding
tal1_peak_545	chr14	3761269	3761318	+	31	NA	intron (NR_038059, intron 3 of 3)	RLTR1F_Mm|LTR|ERVK	17800	NR_038059	73549	Mm.398741	NR_038059	ENSMUSG00000079407	1700110I01Rik	100040740|1700016F01Rik|Gm2938	RIKEN cDNA 1700110I01 gene	ncRNA
