PeakID (cmd=annotatePeaks.pl lmo2_specific.bed mm10 -annStats lmo2_peaks_annstats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
lmo2_peak_653	chr16	5536674	5536835	+	40	NA	Intergenic	Intergenic	-280798	NM_027446	70511	Mm.45780	NM_027446	ENSMUSG00000022544	Eef2kmt	5730409G15Rik|Fam86|Fam86a|eEF2-KMT	eukaryotic elongation factor 2 lysine methyltransferase	protein-coding
lmo2_peak_1560	chr7	127225754	127225930	+	40	NA	Intergenic	Intergenic	-7219	NM_001360912	233887	Mm.258371	NM_146201	ENSMUSG00000045598	Zfp553	2600009K23Rik|AI431057|BC026401|C330013F15Rik|Znf48	zinc finger protein 553	protein-coding
lmo2_peak_544	chr14	63110351	63110499	+	40	NA	Intergenic	LTR37A|LTR|ERV1	-12037	NM_007798	13030	Mm.236553	NM_007798	ENSMUSG00000021939	Ctsb	CB	cathepsin B	protein-coding
lmo2_peak_1366	chr5	131650489	131650632	+	40	NA	intron (NM_001363480, intron 5 of 19)	intron (NM_001363480, intron 5 of 19)	-229709	NR_040704	75369	Mm.389696	NR_040704	ENSMUSG00000105773	4930563F08Rik	-	RIKEN cDNA 4930563F08 gene	ncRNA
lmo2_peak_839	chr18	75490208	75490429	+	40	NA	intron (NM_201354, intron 9 of 11)	intron (NM_201354, intron 9 of 11)	-24327	NR_045879	100038353	Mm.440724	NR_045879	ENSMUSG00000097712	Gm10532	-	predicted gene 10532	ncRNA
lmo2_peak_747	chr17	26850815	26850958	+	40	NA	Intergenic	CpG	-9321	NM_008700	18091	Mm.41974	NM_008700	ENSMUSG00000015579	Nkx2-5	Csx|Nkx-2.5|Nkx2.5|tinman	NK2 homeobox 5	protein-coding
lmo2_peak_1249	chr4	135577435	135577604	+	40	NA	Intergenic	Intergenic	-3887	NM_001013756	230824	Mm.331972	NM_001013756	ENSMUSG00000037188	Grhl3	AI561912|Get1|Som|Tfcp2l4|ct	grainyhead like transcription factor 3	protein-coding
lmo2_peak_208	chr11	8701957	8702100	+	40	NA	Intergenic	Intergenic	-37493	NM_001083587	319939	Mm.337820	NM_001083587	ENSMUSG00000020422	Tns3	BC023928|F830010I22Rik|TEM6|Tens1	tensin 3	protein-coding
lmo2_peak_427	chr13	38580285	38580428	+	40	NA	Intergenic	Intergenic	-51532	NM_001289598	105245	Mm.28622	NM_145367	ENSMUSG00000038991	Txndc5	AL022641|ERp46|PC-TRP	thioredoxin domain containing 5	protein-coding
lmo2_peak_1335	chr5	110653423	110653633	+	40	NA	promoter-TSS (NM_027156)	promoter-TSS (NM_027156)	77	NM_027156	69663	Mm.5267	NM_027156	ENSMUSG00000029504	Ddx51	2310061O04Rik|AA537002|C81583|R75505	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51	protein-coding
lmo2_peak_1481	chr6	137143852	137144007	+	40	NA	intron (NM_181988, intron 2 of 4)	intron (NM_181988, intron 2 of 4)	25789	NM_001164212	232441	Mm.46233	NM_181988	ENSMUSG00000030222	Rerg	-	RAS-like, estrogen-regulated, growth-inhibitor	protein-coding
lmo2_peak_145	chr10	67319479	67319622	+	40	NA	Intergenic	RSINE1|SINE|B4	-34269	NM_001036293	641340	Mm.136223	NM_001036293	ENSMUSG00000075000	Nrbf2	NRBF-2	nuclear receptor binding factor 2	protein-coding
lmo2_peak_751	chr17	31034245	31034439	+	40	NA	Intergenic	Intergenic	-23352	NM_009593	11307	Mm.15691	NM_009593	ENSMUSG00000024030	Abcg1	AW413978|Abc8|White	ATP binding cassette subfamily G member 1	protein-coding
lmo2_peak_1781	chr9	43633711	43633974	+	40	NA	Intergenic	Intergenic	-110112	NM_021424	58235	Mm.335096	NM_021424	ENSMUSG00000032012	Nectin1	AI835281|AW549174|Cd111|HIgR|HveC|PRR|PRR1|Pvrl1|nectin-1	nectin cell adhesion molecule 1	protein-coding
lmo2_peak_424	chr13	32146070	32146213	+	40	NA	intron (NM_146041, intron 4 of 10)	intron (NM_146041, intron 4 of 10)	192403	NM_146041	218138	Mm.247143	NM_146041	ENSMUSG00000038372	Gmds	BC031788|C87208	GDP-mannose 4, 6-dehydratase	protein-coding
lmo2_peak_1817	chr9	67261133	67261295	+	40	NA	intron (NM_001081242, intron 47 of 57)	intron (NM_001081242, intron 47 of 57)	-24488	NR_029576	387185		NR_029576	ENSMUSG00000076379	Mir190a	Mir190|Mirn190|mir-190|mir-190a|mmu-mir-190|mmu-mir-190a	microRNA 190a	ncRNA
lmo2_peak_1717	chr8	121301933	121302076	+	40	NA	Intergenic	Intergenic	174319	NM_008024	14241	Mm.5111	NM_008024	ENSMUSG00000097084	Foxl1	FREAC7|Fkh6|fkh-6	forkhead box L1	protein-coding
lmo2_peak_1902	chrX	94507802	94507945	+	40	NA	Intergenic	Intergenic	34152	NM_019791	94275	Mm.27578	NM_019791	ENSMUSG00000025151	Maged1	2810433C11Rik|5430405L04Rik|DXBwg1492e|Dlixin|Dlxin-1|Dlxin1|MAGE-D1|NRAGE	melanoma antigen, family D, 1	protein-coding
lmo2_peak_579	chr15	22762804	22762947	+	40	NA	Intergenic	RLTR1D|LTR|ERV1	-47891	NM_001165971	545091	Mm.475598	NM_001165971		Hnrnpa1l2-ps2	EG545091|Gm5803	heterogeneous nuclear ribonucleoprotein A1-like 2, pseudogene 2	protein-coding
lmo2_peak_1566	chr7	133920818	133921034	+	40	NA	intron (NM_007400, intron 14 of 22)	intron (NM_007400, intron 14 of 22)	-138141	NM_001286031	101437	Mm.199223	NM_133941	ENSMUSG00000030986	Dhx32	3110079L04Rik|4732469F02Rik|AA408140|Ddx32|muDDX32	DEAH (Asp-Glu-Ala-His) box polypeptide 32	protein-coding
lmo2_peak_769	chr17	47595544	47595773	+	40	NA	intron (NM_001081635, intron 4 of 6)	intron (NM_001081635, intron 4 of 6)	2191	NM_007632	12445	Mm.27291	NM_007632	ENSMUSG00000034165	Ccnd3	9230106B05Rik|AA682053|AL024085|AW146355|C78795	cyclin D3	protein-coding
lmo2_peak_50	chr1	124132813	124133003	+	40	NA	Intergenic	Intergenic	-87349	NM_199021	269109	Mm.417716	NM_199021	ENSMUSG00000036815	Dpp10	6430601K09Rik|DPP X|Dprp3	dipeptidylpeptidase 10	protein-coding
lmo2_peak_1347	chr5	119588905	119589171	+	40	NA	Intergenic	Intergenic	-8680	NR_045702	100993	Mm.381453	NR_045702	ENSMUSG00000087516	AW549542	-	expressed sequence AW549542	ncRNA
lmo2_peak_1629	chr8	34815329	34815494	+	39	NA	intron (NM_176933, intron 1 of 3)	intron (NM_176933, intron 1 of 3)	7801	NM_176933	319520	Mm.170276	NM_176933	ENSMUSG00000031530	Dusp4	2700078F24Rik|AI844617|BB104621|E130306H24Rik|MKP2	dual specificity phosphatase 4	protein-coding
lmo2_peak_1652	chr8	70622082	70622249	+	38	NA	Intergenic	MERVK26-int|LTR|ERVK	5321	NM_153074	211228	Mm.132939	NM_153074	ENSMUSG00000049988	Lrrc25	Mapa	leucine rich repeat containing 25	protein-coding
lmo2_peak_388	chr12	100508819	100508972	+	37	NA	intron (NM_001033213, intron 1 of 19)	intron (NM_001033213, intron 1 of 19)	11927	NM_001033213	104718	Mm.295441	NM_001033213	ENSMUSG00000033530	Ttc7b	AA408451|Ttc7l1	tetratricopeptide repeat domain 7B	protein-coding
lmo2_peak_1800	chr9	61328259	61328415	+	37	NA	Intergenic	Intergenic	-34528	NR_045334	622037	Mm.126243	NR_045334	ENSMUSG00000111658	B930092H01Rik	-	RIKEN cDNA B930092H01 gene	ncRNA
lmo2_peak_1052	chr2	166620562	166620761	+	36	NA	intron (NM_177782, intron 6 of 39)	MTE2b|LTR|ERVL-MaLR	56139	NR_152154	433503	Mm.491336	NR_152154		Gm29679	-	predicted gene, 29679	ncRNA
lmo2_peak_1906	chrX	106154178	106154321	+	36	NA	intron (NM_205820, intron 2 of 2)	MLTR18C_MM|LTR|ERVK	10974	NM_205820	279572	Mm.336203	NM_205820	ENSMUSG00000033777	Tlr13	AI666735|Gm713	toll-like receptor 13	protein-coding
lmo2_peak_1193	chr4	82913483	82913676	+	36	NA	non-coding (NR_154662, exon 32 of 36)	non-coding (NR_154662, exon 32 of 36)	-28428	NM_009887	12622	Mm.6780	NM_009887	ENSMUSG00000038192	Cer1	Cerl|Cerl1|Cerr1|cer-1	cerberus 1, DAN family BMP antagonist	protein-coding
lmo2_peak_1455	chr6	100170750	100170978	+	36	NA	Intergenic	Intergenic	116494	NM_019743	56353	Mm.321633	NM_019743	ENSMUSG00000072872	Rybp	2410018J24Rik|DEDAF|YEAF1	RING1 and YY1 binding protein	protein-coding
lmo2_peak_1332	chr5	107060606	107060787	+	36	NA	Intergenic	RMER4B|LTR|ERVK	96135	NM_001271566	12545	Mm.20842	NM_009863	ENSMUSG00000029283	Cdc7	AI597260|Cdc7l1|muCdc7	cell division cycle 7 (S. cerevisiae)	protein-coding
lmo2_peak_1081	chr3	37765454	37765600	+	36	NA	Intergenic	Intergenic	-41167	NM_198657	381438	Mm.490549	NM_198657	ENSMUSG00000058174	Gm5148	EG381438	predicted gene 5148	protein-coding
lmo2_peak_49	chr1	119501973	119502116	+	36	NA	intron (NM_022327, intron 1 of 4)	intron (NM_022327, intron 1 of 4)	2738	NM_022327	64143	Mm.27832	NM_022327	ENSMUSG00000004451	Ralb	5730472O18Rik	v-ral simian leukemia viral oncogene B	protein-coding
lmo2_peak_1203	chr4	102762172	102762326	+	36	NA	intron (NM_001285852, intron 1 of 25)	intron (NM_001285852, intron 1 of 25)	2114	NM_001285859	73094	Mm.54201	NM_144906	ENSMUSG00000028524	Sgip1	3110007P09Rik|SGIP1alpha|gag	SH3-domain GRB2-like (endophilin) interacting protein 1	protein-coding
lmo2_peak_542	chr14	59182851	59182997	+	36	NA	Intergenic	ORR1E|LTR|ERVL-MaLR	-4175	NM_001004158	380907	Mm.81009	NM_001004158	ENSMUSG00000053868	Gm5142	EG380907	predicted gene 5142	protein-coding
lmo2_peak_1250	chr4	136104904	136105094	+	36	NA	Intergenic	Intergenic	-38823	NM_008321	15903	Mm.110	NM_008321	ENSMUSG00000007872	Id3	Hlh462|Idb3|bHLHb25	inhibitor of DNA binding 3	protein-coding
lmo2_peak_562	chr14	91591855	91591998	+	36	NA	Intergenic	Lx3C|LINE|L1	1465035	NR_045712	74967	Mm.390704	NR_045712	ENSMUSG00000115001	4930474H20Rik	-	RIKEN cDNA 4930474H20 gene	ncRNA
lmo2_peak_571	chr14	120637563	120637706	+	36	NA	Intergenic	Intergenic	159173	NM_029519	76108	Mm.261448	NM_029519	ENSMUSG00000051615	Rap2a	5830461H18Rik	RAS related protein 2a	protein-coding
lmo2_peak_971	chr2	75737248	75737400	+	36	NA	Intergenic	Intergenic	-32661	NM_010902	18024	Mm.1025	NM_010902	ENSMUSG00000015839	Nfe2l2	Nrf2	nuclear factor, erythroid derived 2, like 2	protein-coding
lmo2_peak_138	chr10	53461160	53461383	+	36	NA	Intergenic	Intergenic	51389	NR_152767	102640074	Mm.412957	NR_152767		Gm36229	-	predicted gene, 36229	ncRNA
lmo2_peak_438	chr13	45406500	45406654	+	36	NA	exon (NM_153789, exon 5 of 7)	exon (NM_153789, exon 5 of 7)	16835	NM_153789	218203	Mm.212855	NM_153789	ENSMUSG00000038175	Mylip	9430057C20Rik|Mir	myosin regulatory light chain interacting protein	protein-coding
lmo2_peak_102	chr1	191133104	191133247	+	36	NA	Intergenic	Intergenic	31642	NM_001109759	619288	Mm.61148	NM_001109759	ENSMUSG00000091017	Fam71a	4933417M04Rik|GARI-L4	family with sequence similarity 71, member A	protein-coding
lmo2_peak_458	chr13	62833486	62833629	+	36	NA	Intergenic	Intergenic	24843	NM_007994	14120	Mm.391871	NM_007994	ENSMUSG00000021456	Fbp2	Fbp-1|Fbp1|Rae-30	fructose bisphosphatase 2	protein-coding
lmo2_peak_470	chr13	89401354	89401587	+	34	NA	Intergenic	Intergenic	-139166	NM_013500	12950	Mm.266790	NM_013500	ENSMUSG00000021613	Hapln1	BB099155|CLP|Crtl1|Crtl1l|LP|LP-1	hyaluronan and proteoglycan link protein 1	protein-coding
lmo2_peak_1148	chr3	153792188	153792416	+	34	NA	promoter-TSS (NR_045801)	promoter-TSS (NR_045801)	-215	NR_045801	70594	Mm.491050	NR_045801	ENSMUSG00000062046	5730460C07Rik	-	RIKEN cDNA 5730460C07 gene	ncRNA
lmo2_peak_1606	chr8	15519816	15519959	+	34	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	462234	NM_008664	17930	Mm.272115	NM_008664	ENSMUSG00000031461	Myom2	AW146149	myomesin 2	protein-coding
lmo2_peak_1124	chr3	108886193	108886473	+	34	NA	intron (NM_177091, intron 2 of 12)	intron (NM_177091, intron 2 of 12)	3675	NM_177091	320181	Mm.244233	NM_177091	ENSMUSG00000045326	Fndc7	E230011A21Rik	fibronectin type III domain containing 7	protein-coding
lmo2_peak_1365	chr5	131558616	131558951	+	33	NA	intron (NM_001363480, intron 5 of 19)	intron (NM_001363480, intron 5 of 19)	-144065	NR_152164	545809	Mm.357553	NR_152164	ENSMUSG00000105387	Gm29681	Gm42590	predicted gene, 29681	ncRNA
lmo2_peak_359	chr12	53885144	53885392	+	32	NA	intron (NM_001370962, intron 5 of 11)	intron (NM_001370962, intron 5 of 11)	318606	NM_028133	112407	Mm.133037	NM_028133	ENSMUSG00000035105	Egln3	2610021G09Rik|AI505553|AI648162|Hif-p4h-3|Phd3|SM-20	egl-9 family hypoxia-inducible factor 3	protein-coding
lmo2_peak_1060	chr2	171949432	171949710	+	31	NA	Intergenic	MLT1J1|LTR|ERVL-MaLR	13228	NR_040509	75655	Mm.396203	NR_040509	ENSMUSG00000086823	1700028P15Rik	-	RIKEN cDNA 1700028P15 gene	ncRNA
lmo2_peak_855	chr19	9050462	9050605	+	31	NA	intron (NM_001286518, intron 6 of 6)	intron (NM_001286518, intron 6 of 6)	37423	NM_011681	22287	Mm.2258	NM_011681	ENSMUSG00000024653	Scgb1a1	CC10|CC16|CCSP|PCB-BP|UG|UGB|Utg	secretoglobin, family 1A, member 1 (uteroglobin)	protein-coding
lmo2_peak_1449	chr6	92036496	92036674	+	31	NA	intron (NM_172731, intron 3 of 20)	intron (NM_172731, intron 3 of 20)	-54833	NM_011630	22026	Mm.87062	NM_011630	ENSMUSG00000005893	Nr2c2	TAK1|Tr4|mKIAA4145	nuclear receptor subfamily 2, group C, member 2	protein-coding
lmo2_peak_1779	chr9	42532637	42532871	+	31	NA	intron (NM_175481, intron 19 of 20)	intron (NM_175481, intron 19 of 20)	-60496	NM_173038	272589	Mm.34483	NM_173038	ENSMUSG00000037287	Tbcel	D330014K23|E130107N23Rik|Lrrc35	tubulin folding cofactor E-like	protein-coding
lmo2_peak_1132	chr3	131271219	131271362	+	31	NA	intron (NM_008212, intron 1 of 7)	intron (NM_008212, intron 1 of 7)	811	NM_008212	15107	Mm.260164	NM_008212	ENSMUSG00000027984	Hadh	AA409008|AU019341|AW742602|HCDH|Hadhsc|Schad	hydroxyacyl-Coenzyme A dehydrogenase	protein-coding
lmo2_peak_1879	chrX	48433102	48433376	+	31	NA	intron (NM_019680, intron 1 of 8)	MIR3|SINE|MIR	29893	NM_019680	56501	Mm.36808	NM_019680	ENSMUSG00000031103	Elf4	AV314029|BC042423|Gm9907|Mef	E74-like factor 4 (ets domain transcription factor)	protein-coding
lmo2_peak_602	chr15	60840335	60840478	+	31	NA	Intergenic	X6B_LINE|LINE|CR1	-15326	NM_001162926	399603	Mm.411968	NM_207269	ENSMUSG00000072568	Lratd2	BF642811|D330050I23Rik|Fam84b	LRAT domain containing 1	protein-coding
lmo2_peak_353	chr12	44197971	44198114	+	31	NA	Intergenic	Intergenic	12026	NM_013760	27362	Mm.27432	NM_013760	ENSMUSG00000014905	Dnajb9	AA408011|AA673251|AA673481|AW556981|ERdj4|Mdg1|mDj7	DnaJ heat shock protein family (Hsp40) member B9	protein-coding
lmo2_peak_675	chr16	32541491	32541634	+	31	NA	Intergenic	MLT1C|LTR|ERVL-MaLR	45281	NM_199309	245308	Mm.76859	NM_199309	ENSMUSG00000052363	Zdhhc19	Gm1744|Gm616	zinc finger, DHHC domain containing 19	protein-coding
lmo2_peak_665	chr16	20545434	20545590	+	31	NA	TTS (NM_001302970)	TTS (NM_001302970)	3044	NR_030670	100042948	Mm.406754	NR_030670	ENSMUSG00000080797	Gm15760	-	mitochondrial ribosomal protein S18B pseudogene	pseudo
lmo2_peak_1227	chr4	123005095	123005238	+	31	NA	Intergenic	Intergenic	9235	NM_001303121	16918	Mm.1055	NM_008506	ENSMUSG00000028654	Mycl	AW536278|L-myc|Lmyc-1|Lmyc1|Mycl1|bHLHe38	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived	protein-coding
lmo2_peak_1361	chr5	129878319	129878485	+	31	NA	intron (NR_145487, intron 1 of 8)	intron (NR_145487, intron 1 of 8)	686	NR_145487	18682	Mm.3159	NM_011079	ENSMUSG00000025537	Phkg1	Phkg	phosphorylase kinase gamma 1	protein-coding
lmo2_peak_1872	chrX	10502725	10502923	+	31	NA	intron (NM_019634, intron 1 of 7)	intron (NM_019634, intron 1 of 7)	17708	NM_019634	21912	Mm.18590	NM_019634	ENSMUSG00000058254	Tspan7	1200014P11Rik|A15|AI323365|Cd231|Mxs1|PE31|R74651|TALLA|Tm4sf2	tetraspanin 7	protein-coding
lmo2_peak_370	chr12	77756138	77756281	+	31	NA	Intergenic	Intergenic	346068	NM_001252616	53618	Mm.35628	NM_016893	ENSMUSG00000021065	Fut8	-	fucosyltransferase 8	protein-coding
lmo2_peak_1905	chrX	101287668	101287832	+	31	NA	intron (NM_021521, intron 29 of 44)	intron (NM_021521, intron 29 of 44)	-11429	NM_172932	245537	Mm.121508	NM_172932	ENSMUSG00000031302	Nlgn3	A230085M13Rik|HNL3|NL3|NLG3	neuroligin 3	protein-coding
lmo2_peak_1246	chr4	134779221	134779364	+	31	NA	Intergenic	Intergenic	-11288	NM_145554	100017	Mm.27486	NM_145554	ENSMUSG00000037295	Ldlrap1	AA691260|ARH2|Arh|Arh1|FHCB1|FHCB2	low density lipoprotein receptor adaptor protein 1	protein-coding
lmo2_peak_858	chr19	14123725	14123945	+	31	NA	Intergenic	Intergenic	204813	NM_001011850	258151	Mm.377361	NM_001011850	ENSMUSG00000062314	Olfr1505	MOR211-4P	olfactory receptor 1505	protein-coding
lmo2_peak_173	chr10	87858954	87859097	+	31	NA	promoter-TSS (NM_001111275)	promoter-TSS (NM_001111275)	-27	NM_010512	16000	Mm.268521	NM_010512	ENSMUSG00000020053	Igf1	C730016P09Rik|Igf-1|Igf-I	insulin-like growth factor 1	protein-coding
lmo2_peak_1579	chr7	144193913	144194056	+	31	NA	intron (NM_001113373, intron 4 of 15)	intron (NM_001113373, intron 4 of 15)	18524	NM_001113373	210274	Mm.483624	NM_001081370	ENSMUSG00000037541	Shank2	ProSAP1|mKIAA1022	SH3 and multiple ankyrin repeat domains 2	protein-coding
lmo2_peak_57	chr1	130300190	130300365	+	31	NA	Intergenic	Intergenic	-122547	NR_151525	102640368		NR_151525	ENSMUSG00000087691	Gm15674	-	predicted gene 15674	ncRNA
lmo2_peak_1386	chr5	151136103	151136246	+	31	NA	intron (NR_153382, intron 1 of 13)	intron (NR_153382, intron 1 of 13)	54019	NR_153382	243362	Mm.209272	NM_146258	ENSMUSG00000016128	Stard13	DLC2|GT650	StAR-related lipid transfer (START) domain containing 13	protein-coding
lmo2_peak_1321	chr5	75472510	75472751	+	31	NA	Intergenic	Intergenic	-102357	NM_001122733	16590	Mm.247073	NM_021099	ENSMUSG00000005672	Kit	Bs|CD117|Fdc|Gsfsco1|Gsfsco5|Gsfsow3|SCO1|SCO5|SOW3|Ssm|Tr-kit|W|c-KIT	KIT proto-oncogene receptor tyrosine kinase	protein-coding
lmo2_peak_506	chr13	119232466	119232609	+	31	NA	Intergenic	Intergenic	176474	NM_008710	18115	Mm.132584	NM_008710	ENSMUSG00000116207	Nnt	4930423F13Rik|AI323702|BB168308	nicotinamide nucleotide transhydrogenase	protein-coding
lmo2_peak_1113	chr3	102083828	102083971	+	31	NA	Intergenic	Intergenic	-2516	NM_001355663	12373	Mm.15343	NM_009814	ENSMUSG00000027861	Casq2	AA033488|AW146219|Csq2|ESTM52|cCSQ	calsequestrin 2	protein-coding
lmo2_peak_1520	chr7	81969178	81969344	+	31	NA	intron (NM_007562, intron 4 of 4)	intron (NM_007562, intron 4 of 4)	23038	NM_007562	12173	Mm.243802	NM_007562	ENSMUSG00000025105	Bnc1	AI047752|AW546376|Bnc	basonuclin 1	protein-coding
lmo2_peak_1534	chr7	100965826	100965969	+	31	NA	Intergenic	Intergenic	-1531	NM_183168	233571	Mm.235193	NM_183168	ENSMUSG00000048779	P2ry6	2010204J23Rik|P2Y6	pyrimidinergic receptor P2Y, G-protein coupled, 6	protein-coding
lmo2_peak_1848	chr9	107464279	107464444	+	31	NA	intron (NM_001174050, intron 2 of 37)	intron (NM_001174050, intron 2 of 37)	64481	NM_001174050	56808	Mm.273084	NM_020263	ENSMUSG00000010066	Cacna2d2	Cacna2d|a2d2|du|mKIAA0558|td|torpid	calcium channel, voltage-dependent, alpha 2/delta subunit 2	protein-coding
lmo2_peak_1079	chr3	37705585	37705731	+	31	NA	Intergenic	Intergenic	18702	NM_198657	381438	Mm.490549	NM_198657	ENSMUSG00000058174	Gm5148	EG381438	predicted gene 5148	protein-coding
lmo2_peak_421	chr13	28701447	28701590	+	31	NA	intron (NR_045054, intron 3 of 7)	ORR1B1|LTR|ERVL-MaLR	9355	NR_105787	102466635		NR_105787	ENSMUSG00000099158	Mir6368	Gm27800|mmu-mir-6368	microRNA 6368	ncRNA
lmo2_peak_392	chr12	104838043	104838186	+	31	NA	intron (NR_104437, intron 1 of 13)	intron (NR_104437, intron 1 of 13)	26962	NM_053155	94040	Mm.244078	NM_053155	ENSMUSG00000021097	Clmn	9330188N17Rik|AI428889|AI788815|mKIAA1188	calmin	protein-coding
lmo2_peak_681	chr16	37845212	37845502	+	31	NA	Intergenic	Intergenic	15833	NM_001370898	102639802		NM_001370898	ENSMUSG00000108763	Gm36028	-	predicted gene, 36028	protein-coding
lmo2_peak_1903	chrX	95282158	95282400	+	31	NA	Intergenic	Intergenic	-115740	NM_001290385	236915	Mm.44841	NM_001033329	ENSMUSG00000025656	Arhgef9	9630036L12Rik	CDC42 guanine nucleotide exchange factor (GEF) 9	protein-coding
lmo2_peak_1530	chr7	99424711	99424863	+	31	NA	intron (NM_001362168, intron 4 of 17)	intron (NM_001362168, intron 4 of 17)	-41217	NM_028145	72184	Mm.153585	NM_028145	ENSMUSG00000035298	Klhl35	2810406K13Rik	kelch-like 35	protein-coding
lmo2_peak_1860	chr9	118444851	118444999	+	31	NA	Intergenic	Intergenic	15086	NR_040716	71196	Mm.73218	NR_040716	ENSMUSG00000111843	4933432G23Rik	-	RIKEN cDNA 4933432G23 gene	ncRNA
lmo2_peak_1778	chr9	41150064	41150209	+	31	NA	intron (NM_176860, intron 1 of 13)	intron (NM_176860, intron 1 of 13)	7926	NM_176860	72828	Mm.133615	NM_176860	ENSMUSG00000032020	Ubash3b	2810457I06Rik|BB125008|STS-1|TULA-2|p70	ubiquitin associated and SH3 domain containing, B	protein-coding
lmo2_peak_1337	chr5	112320008	112320151	+	31	NA	Intergenic	MLT1G|LTR|ERVL-MaLR	-6290	NM_018783	54723	Mm.172947	NM_018783	ENSMUSG00000029345	Tfip11	2810002G02Rik|AF097181|AW046167|Srr1|TIP33|Tip39	tuftelin interacting protein 11	protein-coding
lmo2_peak_148	chr10	75004185	75004371	+	31	NA	intron (NM_001358848, intron 2 of 2)	intron (NM_001358848, intron 2 of 2)	28275	NM_001163534	71236	Mm.414817	NM_027730	ENSMUSG00000009070	Rsph14	4933431K05Rik|Rtdr1	radial spoke head homolog 14 (Chlamydomonas)	protein-coding
lmo2_peak_817	chr18	34465188	34465356	+	31	NA	intron (NM_146084, intron 8 of 20)	intron (NM_146084, intron 8 of 20)	41551	NM_146084	225358	Mm.226899	NM_146084	ENSMUSG00000036501	Fam13b	2610024E20Rik|AW060714|AW546153	family with sequence similarity 13, member B	protein-coding
lmo2_peak_155	chr10	77484193	77484336	+	31	NA	Intergenic	Intergenic	31549	NM_133998	108707	Mm.259547	NM_133998	ENSMUSG00000032977	Fam207a	1810008A18Rik|AI303072	family with sequence similarity 207, member A	protein-coding
lmo2_peak_213	chr11	12205593	12205818	+	31	NA	Intergenic	Intergenic	-168285	NM_001370603	14783	Mm.273117	NM_010345	ENSMUSG00000020176	Grb10	5730571D09Rik|AI325020|Meg1|mKIAA0207	growth factor receptor bound protein 10	protein-coding
lmo2_peak_318	chr11	114810467	114810610	+	31	NA	Intergenic	B4A|SINE|B4	11614	NM_181749	217302	Mm.269127	NM_181749	ENSMUSG00000034677	Gpr142	PGR2	G protein-coupled receptor 142	protein-coding
lmo2_peak_335	chr12	12488205	12488371	+	31	NA	Intergenic	Intergenic	-95813	NR_045829	70858	Mm.410838	NR_045829	ENSMUSG00000114136	4921511I17Rik	-	RIKEN cDNA 4921511I17 gene	ncRNA
lmo2_peak_583	chr15	33452166	33452317	+	31	NA	intron (NM_176073, intron 5 of 7)	L1VL4|LINE|L1	-46302	NR_033608	73486	Mm.483393	NM_028551	ENSMUSG00000058101	1700084J12Rik	-	ribosomal protein L7-like 1 pseudogene	pseudo
lmo2_peak_1408	chr6	36481848	36482016	+	31	NA	intron (NM_203491, intron 2 of 2)	intron (NM_203491, intron 2 of 2)	60190	NR_030524	735279		NR_030524	ENSMUSG00000070075	Mir490	Mirn490|mir-490|mmu-mir-490	microRNA 490	ncRNA
lmo2_peak_1127	chr3	122923291	122923434	+	31	NA	intron (NR_046036, intron 1 of 5)	RLTR23|LTR|ERV1	754	NR_046036	74057	Mm.159123	NR_046036	ENSMUSG00000097852	4933405D12Rik	-	RIKEN cDNA 4933405D12 gene	ncRNA
lmo2_peak_941	chr2	35775818	35775961	+	31	NA	intron (NM_029774, intron 9 of 9)	intron (NM_029774, intron 9 of 9)	-43301	NR_040618	77665	Mm.400558	NR_040618	ENSMUSG00000086449	9030204H09Rik	-	RIKEN cDNA 9030204H09 gene	ncRNA
lmo2_peak_777	chr17	56826753	56826951	+	31	NA	intron (NM_027787, intron 1 of 17)	intron (NM_027787, intron 1 of 17)	4156	NM_009056	19725	Mm.102	NM_009056	ENSMUSG00000024206	Rfx2	5430432H19Rik	regulatory factor X, 2 (influences HLA class II expression)	protein-coding
lmo2_peak_1056	chr2	168343114	168343257	+	31	NA	Intergenic	Intergenic	-73854	NM_001081134	241794	Mm.425102	NM_001081134	ENSMUSG00000074575	Kcng1	AW536275	potassium voltage-gated channel, subfamily G, member 1	protein-coding
lmo2_peak_519	chr14	25525143	25525286	+	31	NA	intron (NM_183208, intron 2 of 23)	intron (NM_183208, intron 2 of 23)	-9225	NR_037236	100526533		NR_037236	ENSMUSG00000093081	Mir3075	mir-3075|mmu-mir-3075	microRNA 3075	ncRNA
